title,release_year,genre,critic_score,audience_score,score_diff
House of Gucci,2021,Crime,0.62,0.83,-0.20999999999999996
House of Gucci,2021,Drama,0.62,0.83,-0.20999999999999996
House of Sand and Fog,2003,Crime,0.7399999999999999,0.83,-0.09000000000000008
House of Sand and Fog,2003,Drama,0.7399999999999999,0.83,-0.09000000000000008
How the Grinch Stole Christmas,2000,Comedy,0.49,0.58,-0.08999999999999997
How the Grinch Stole Christmas,2000,Family,0.49,0.58,-0.08999999999999997
How the Grinch Stole Christmas,2000,Fantasy,0.49,0.58,-0.08999999999999997
How to Train Your Dragon,2010,Animation,0.99,0.91,0.07999999999999996
How to Train Your Dragon,2010,Action,0.99,0.91,0.07999999999999996
How to Train Your Dragon,2010,Adventure,0.99,0.91,0.07999999999999996
How to Train Your Dragon 2,2014,Animation,0.92,0.9,0.020000000000000018
How to Train Your Dragon 2,2014,Action,0.92,0.9,0.020000000000000018
How to Train Your Dragon 2,2014,Adventure,0.92,0.9,0.020000000000000018
How to Train Your Dragon: The Hidden World,2019,Animation,0.9,0.87,0.030000000000000027
How to Train Your Dragon: The Hidden World,2019,Action,0.9,0.87,0.030000000000000027
How to Train Your Dragon: The Hidden World,2019,Adventure,0.9,0.87,0.030000000000000027
Howards End,1992,Drama,0.94,0.81,0.1299999999999999
Howards End,1992,Romance,0.94,0.81,0.1299999999999999
Hugo,2011,Adventure,0.93,0.78,0.15000000000000002
Hugo,2011,Drama,0.93,0.78,0.15000000000000002
Hugo,2011,Family,0.93,0.78,0.15000000000000002
Hustle & Flow,2005,Crime,0.82,0.82,0.0
Hustle & Flow,2005,Drama,0.82,0.82,0.0
Hustle & Flow,2005,Music,0.82,0.82,0.0
I Never Promised You a Rose Garden,1977,Drama,0.4,0.54,-0.14
I Never Promised You a Rose Garden,1977,Fantasy,0.4,0.54,-0.14
"I, Robot",2004,Action,0.57,0.7,-0.13
"I, Robot",2004,Mystery,0.57,0.7,-0.13
"I, Robot",2004,Sci-Fi,0.57,0.7,-0.13
Ice Age,2002,Animation,0.77,0.82,-0.04999999999999993
Ice Age,2002,Adventure,0.77,0.82,-0.04999999999999993
Ice Age,2002,Comedy,0.77,0.82,-0.04999999999999993
Ice Castles,1978,Drama,0.44,0.68,-0.24000000000000005
Ice Castles,1978,Romance,0.44,0.68,-0.24000000000000005
Ice Castles,1978,Sport,0.44,0.68,-0.24000000000000005
Images,1972,Drama,0.75,0.7,0.050000000000000044
Images,1972,Horror,0.75,0.7,0.050000000000000044
Images,1972,Mystery,0.75,0.7,0.050000000000000044
In & Out,1997,Comedy,0.73,0.52,0.20999999999999996
In & Out,1997,Romance,0.73,0.52,0.20999999999999996
In Bruges,2008,Comedy,0.85,0.87,-0.020000000000000018
In Bruges,2008,Crime,0.85,0.87,-0.020000000000000018
In Bruges,2008,Drama,0.85,0.87,-0.020000000000000018
In the Bedroom,2001,Crime,0.93,0.8100000000000002,0.11999999999999988
In the Bedroom,2001,Drama,0.93,0.8100000000000002,0.11999999999999988
In the Line of Fire,1993,Action,0.96,0.79,0.16999999999999993
In the Line of Fire,1993,Crime,0.96,0.79,0.16999999999999993
In the Line of Fire,1993,Drama,0.96,0.79,0.16999999999999993
In the Name of the Father,1993,Biography,0.9400000000000001,0.95,-0.009999999999999898
In the Name of the Father,1993,Crime,0.9400000000000001,0.95,-0.009999999999999898
In the Name of the Father,1993,Drama,0.9400000000000001,0.95,-0.009999999999999898
In the Valley of Elah,2007,Crime,0.74,0.77,-0.030000000000000027
In the Valley of Elah,2007,Drama,0.74,0.77,-0.030000000000000027
In the Valley of Elah,2007,Mystery,0.74,0.77,-0.030000000000000027
Inception,2010,Action,0.87,0.91,-0.040000000000000036
Inception,2010,Adventure,0.87,0.91,-0.040000000000000036
Inception,2010,Sci-Fi,0.87,0.91,-0.040000000000000036
Incredibles 2,2018,Animation,0.93,0.84,0.09000000000000008
Incredibles 2,2018,Action,0.93,0.84,0.09000000000000008
Incredibles 2,2018,Adventure,0.93,0.84,0.09000000000000008
Indiana Jones and the Dial of Destiny,2023,Action,0.7,0.88,-0.18000000000000005
Indiana Jones and the Dial of Destiny,2023,Adventure,0.7,0.88,-0.18000000000000005
Indiana Jones and the Last Crusade,1989,Action,0.84,0.94,-0.09999999999999998
Indiana Jones and the Last Crusade,1989,Adventure,0.84,0.94,-0.09999999999999998
Indiana Jones and the Temple of Doom,1984,Action,0.77,0.82,-0.04999999999999993
Indiana Jones and the Temple of Doom,1984,Adventure,0.77,0.82,-0.04999999999999993
Indochine,1992,Drama,0.75,0.84,-0.08999999999999997
Indochine,1992,Romance,0.75,0.84,-0.08999999999999997
Indochine,1992,War,0.75,0.84,-0.08999999999999997
Inglourious Basterds,2009,Adventure,0.89,0.88,0.010000000000000009
Inglourious Basterds,2009,Drama,0.89,0.88,0.010000000000000009
Inglourious Basterds,2009,War,0.89,0.88,0.010000000000000009
Inherit the Wind,1960,Biography,0.93,0.91,0.020000000000000018
Inherit the Wind,1960,Drama,0.93,0.91,0.020000000000000018
Inherit the Wind,1960,History,0.93,0.91,0.020000000000000018
Innerspace,1987,Action,0.82,0.65,0.16999999999999993
Innerspace,1987,Adventure,0.82,0.65,0.16999999999999993
Innerspace,1987,Comedy,0.82,0.65,0.16999999999999993
Inside Moves,1980,Comedy,0.67,0.76,-0.08999999999999997
Inside Moves,1980,Drama,0.67,0.76,-0.08999999999999997
Inside Moves,1980,Romance,0.67,0.76,-0.08999999999999997
Interstellar,2014,Adventure,0.73,0.86,-0.13
Interstellar,2014,Drama,0.73,0.86,-0.13
Interstellar,2014,Sci-Fi,0.73,0.86,-0.13
Into the Wild,2007,Adventure,0.83,0.89,-0.06000000000000005
Into the Wild,2007,Biography,0.83,0.89,-0.06000000000000005
Into the Wild,2007,Drama,0.83,0.89,-0.06000000000000005
Invictus,2009,Action,0.76,0.75,0.010000000000000009
Invictus,2009,Biography,0.76,0.75,0.010000000000000009
Invictus,2009,Drama,0.76,0.75,0.010000000000000009
Iron Man,2008,Action,0.94,0.91,0.029999999999999916
Iron Man,2008,Adventure,0.94,0.91,0.029999999999999916
Iron Man,2008,Sci-Fi,0.94,0.91,0.029999999999999916
Iron Man 2,2010,Action,0.72,0.71,0.010000000000000009
Iron Man 2,2010,Sci-Fi,0.72,0.71,0.010000000000000009
Jackie Brown,1997,Crime,0.88,0.85,0.030000000000000027
Jackie Brown,1997,Drama,0.88,0.85,0.030000000000000027
Jackie Brown,1997,Thriller,0.88,0.85,0.030000000000000027
Jagged Edge,1985,Drama,0.81,0.59,0.22000000000000008
Jagged Edge,1985,Mystery,0.81,0.59,0.22000000000000008
Jagged Edge,1985,Thriller,0.81,0.59,0.22000000000000008
James and the Giant Peach,1996,Animation,0.91,0.66,0.25
James and the Giant Peach,1996,Adventure,0.91,0.66,0.25
James and the Giant Peach,1996,Family,0.91,0.66,0.25
Jaws,1975,Adventure,0.9700000000000001,0.9,0.07000000000000006
Jaws,1975,Thriller,0.9700000000000001,0.9,0.07000000000000006
Jerry Maguire,1996,Comedy,0.8400000000000001,0.79,0.050000000000000044
Jerry Maguire,1996,Drama,0.8400000000000001,0.79,0.050000000000000044
Jerry Maguire,1996,Romance,0.8400000000000001,0.79,0.050000000000000044
Jesus of Montreal,1989,Drama,0.69,0.87,-0.18000000000000005
Jesus of Montreal,1989,Romance,0.69,0.87,-0.18000000000000005
Jimmy Neutron: Boy Genius,2001,Animation,0.74,0.53,0.20999999999999996
Jimmy Neutron: Boy Genius,2001,Action,0.74,0.53,0.20999999999999996
Jimmy Neutron: Boy Genius,2001,Adventure,0.74,0.53,0.20999999999999996
Joe,1970,Drama,0.75,0.64,0.10999999999999999
Joe,1970,Thriller,0.75,0.64,0.10999999999999999
Jojo Rabbit,2019,Comedy,0.8000000000000002,0.94,-0.1399999999999998
Jojo Rabbit,2019,Drama,0.8000000000000002,0.94,-0.1399999999999998
Jojo Rabbit,2019,War,0.8000000000000002,0.94,-0.1399999999999998
Jonathan Livingston Seagull,1973,Drama,0.08,0.61,-0.53
Jonathan Livingston Seagull,1973,Family,0.08,0.61,-0.53
Journey to the Center of the Earth,1959,Adventure,0.84,0.69,0.15000000000000002
Journey to the Center of the Earth,1959,Family,0.84,0.69,0.15000000000000002
Journey to the Center of the Earth,1959,Fantasy,0.84,0.69,0.15000000000000002
Judas and the Black Messiah,2021,Biography,0.96,0.9499999999999998,0.01000000000000012
Judas and the Black Messiah,2021,Drama,0.96,0.9499999999999998,0.01000000000000012
Judas and the Black Messiah,2021,History,0.96,0.9499999999999998,0.01000000000000012
Julie & Julia,2009,Biography,0.77,0.7,0.07000000000000006
Julie & Julia,2009,Drama,0.77,0.7,0.07000000000000006
Julie & Julia,2009,Romance,0.77,0.7,0.07000000000000006
Jurassic Park,1993,Action,0.9200000000000002,0.9099999999999999,0.010000000000000231
Jurassic Park,1993,Adventure,0.9200000000000002,0.9099999999999999,0.010000000000000231
Jurassic Park,1993,Sci-Fi,0.9200000000000002,0.9099999999999999,0.010000000000000231
Kagemusha,1980,Drama,0.89,0.92,-0.030000000000000027
Kagemusha,1980,History,0.89,0.92,-0.030000000000000027
Kagemusha,1980,War,0.89,0.92,-0.030000000000000027
Kate & Leopold,2001,Comedy,0.52,0.62,-0.09999999999999998
Kate & Leopold,2001,Fantasy,0.52,0.62,-0.09999999999999998
Kate & Leopold,2001,Romance,0.52,0.62,-0.09999999999999998
King Kong,2005,Action,0.84,0.5,0.33999999999999997
King Kong,2005,Adventure,0.84,0.5,0.33999999999999997
King Kong,2005,Drama,0.84,0.5,0.33999999999999997
King Richard,2021,Biography,0.9,0.98,-0.07999999999999996
King Richard,2021,Drama,0.9,0.98,-0.07999999999999996
King Richard,2021,Sport,0.9,0.98,-0.07999999999999996
Kinsey,2004,Biography,0.9,0.75,0.15000000000000002
Kinsey,2004,Drama,0.9,0.75,0.15000000000000002
Kinsey,2004,Romance,0.9,0.75,0.15000000000000002
Klaus,2019,Animation,0.95,0.96,-0.010000000000000009
Klaus,2019,Adventure,0.95,0.96,-0.010000000000000009
Klaus,2019,Comedy,0.95,0.96,-0.010000000000000009
Klute,1971,Crime,0.93,0.8,0.13
Klute,1971,Mystery,0.93,0.8,0.13
Klute,1971,Thriller,0.93,0.8,0.13
Knives Out,2019,Comedy,0.97,0.92,0.04999999999999993
Knives Out,2019,Crime,0.97,0.92,0.04999999999999993
Knives Out,2019,Drama,0.97,0.92,0.04999999999999993
Kong: Skull Island,2017,Action,0.75,0.7,0.050000000000000044
Kong: Skull Island,2017,Adventure,0.75,0.7,0.050000000000000044
Kong: Skull Island,2017,Fantasy,0.75,0.7,0.050000000000000044
Kubo and the Two Strings,2016,Animation,0.97,0.86,0.10999999999999999
Kubo and the Two Strings,2016,Action,0.97,0.86,0.10999999999999999
Kubo and the Two Strings,2016,Adventure,0.97,0.86,0.10999999999999999
Kundun,1997,Biography,0.74,0.78,-0.040000000000000036
Kundun,1997,Drama,0.74,0.78,-0.040000000000000036
Kundun,1997,History,0.74,0.78,-0.040000000000000036
Kung Fu Panda,2008,Animation,0.87,0.83,0.040000000000000036
Kung Fu Panda,2008,Action,0.87,0.83,0.040000000000000036
Kung Fu Panda,2008,Adventure,0.87,0.83,0.040000000000000036
L.A. Confidential,1997,Crime,0.99,0.94,0.050000000000000044
L.A. Confidential,1997,Drama,0.99,0.94,0.050000000000000044
L.A. Confidential,1997,Mystery,0.99,0.94,0.050000000000000044
La La Land,2016,Comedy,0.91,0.8099999999999999,0.10000000000000009
La La Land,2016,Drama,0.91,0.8099999999999999,0.10000000000000009
La La Land,2016,Music,0.91,0.8099999999999999,0.10000000000000009
Ladyhawke,1985,Adventure,0.67,0.74,-0.06999999999999995
Ladyhawke,1985,Comedy,0.67,0.74,-0.06999999999999995
Ladyhawke,1985,Drama,0.67,0.74,-0.06999999999999995
Last Tango in Paris,1972,Drama,0.82,0.75,0.06999999999999995
Last Tango in Paris,1972,Romance,0.82,0.75,0.06999999999999995
Leaving Las Vegas,1995,Drama,0.91,0.85,0.06000000000000005
Leaving Las Vegas,1995,Romance,0.91,0.85,0.06000000000000005
Legend,1985,Adventure,0.41,0.73,-0.32
Legend,1985,Fantasy,0.41,0.73,-0.32
Legend,1985,Romance,0.41,0.73,-0.32
Legends of the Fall,1994,Drama,0.59,0.87,-0.28
Legends of the Fall,1994,Romance,0.59,0.87,-0.28
Legends of the Fall,1994,War,0.59,0.87,-0.28
Lethal Weapon,1987,Action,0.8,0.86,-0.05999999999999994
Lethal Weapon,1987,Crime,0.8,0.86,-0.05999999999999994
Lethal Weapon,1987,Thriller,0.8,0.86,-0.05999999999999994
Lethal Weapon 2,1989,Action,0.82,0.78,0.039999999999999925
Lethal Weapon 2,1989,Crime,0.82,0.78,0.039999999999999925
Lethal Weapon 2,1989,Thriller,0.82,0.78,0.039999999999999925
Licorice Pizza,2021,Comedy,0.9,0.66,0.24
Licorice Pizza,2021,Drama,0.9,0.66,0.24
Licorice Pizza,2021,Romance,0.9,0.66,0.24
Life,1999,Comedy,0.52,0.77,-0.25
Life,1999,Crime,0.52,0.77,-0.25
Life,1999,Drama,0.52,0.77,-0.25
Life of Pi,2012,Adventure,0.8599999999999999,0.84,0.019999999999999907
Life of Pi,2012,Drama,0.8599999999999999,0.84,0.019999999999999907
Life of Pi,2012,Fantasy,0.8599999999999999,0.84,0.019999999999999907
Lilo & Stitch,2002,Animation,0.87,0.78,0.08999999999999997
Lilo & Stitch,2002,Adventure,0.87,0.78,0.08999999999999997
Lilo & Stitch,2002,Comedy,0.87,0.78,0.08999999999999997
Little Big Man,1970,Adventure,0.91,0.87,0.040000000000000036
Little Big Man,1970,Comedy,0.91,0.87,0.040000000000000036
Little Big Man,1970,Drama,0.91,0.87,0.040000000000000036
Little Children,2006,Drama,0.8000000000000002,0.82,-0.019999999999999796
Little Children,2006,Romance,0.8000000000000002,0.82,-0.019999999999999796
Little Shop of Horrors,1986,Comedy,0.91,0.79,0.12
Little Shop of Horrors,1986,Horror,0.91,0.79,0.12
Little Shop of Horrors,1986,Musical,0.91,0.79,0.12
Little Voice,1998,Comedy,0.8,0.74,0.06000000000000005
Little Voice,1998,Drama,0.8,0.74,0.06000000000000005
Little Voice,1998,Music,0.8,0.74,0.06000000000000005
Live and Let Die,1973,Action,0.67,0.64,0.030000000000000027
Live and Let Die,1973,Adventure,0.67,0.64,0.030000000000000027
Live and Let Die,1973,Thriller,0.67,0.64,0.030000000000000027
Logan's Run,1976,Action,0.58,0.67,-0.09000000000000008
Logan's Run,1976,Adventure,0.58,0.67,-0.09000000000000008
Logan's Run,1976,Sci-Fi,0.58,0.67,-0.09000000000000008
Lost Horizon,1937,Adventure,0.93,0.82,0.1100000000000001
Lost Horizon,1937,Drama,0.93,0.82,0.1100000000000001
Lost Horizon,1937,Fantasy,0.93,0.82,0.1100000000000001
Love Story,1970,Drama,0.63,0.75,-0.12
Love Story,1970,Romance,0.63,0.75,-0.12
Love and Monsters,2020,Action,0.94,0.89,0.04999999999999993
Love and Monsters,2020,Adventure,0.94,0.89,0.04999999999999993
Love and Monsters,2020,Comedy,0.94,0.89,0.04999999999999993
Ludwig,1973,Biography,0.33,0.89,-0.56
Ludwig,1973,Drama,0.33,0.89,-0.56
Ludwig,1973,History,0.33,0.89,-0.56
M*A*S*H,1970,Comedy,0.8400000000000001,0.8299999999999998,0.010000000000000231
M*A*S*H,1970,Drama,0.8400000000000001,0.8299999999999998,0.010000000000000231
M*A*S*H,1970,War,0.8400000000000001,0.8299999999999998,0.010000000000000231
Mad Max: Fury Road,2015,Action,0.97,0.86,0.10999999999999999
Mad Max: Fury Road,2015,Adventure,0.97,0.86,0.10999999999999999
Mad Max: Fury Road,2015,Sci-Fi,0.97,0.86,0.10999999999999999
Mahogany,1975,Drama,0.29,0.75,-0.46
Mahogany,1975,Romance,0.29,0.75,-0.46
Maleficent,2014,Adventure,0.54,0.7,-0.15999999999999992
Maleficent,2014,Family,0.54,0.7,-0.15999999999999992
Maleficent,2014,Fantasy,0.54,0.7,-0.15999999999999992
Maleficent: Mistress of Evil,2019,Adventure,0.39,0.95,-0.5599999999999999
Maleficent: Mistress of Evil,2019,Family,0.39,0.95,-0.5599999999999999
Maleficent: Mistress of Evil,2019,Fantasy,0.39,0.95,-0.5599999999999999
Man of La Mancha,1972,Drama,0.53,0.71,-0.17999999999999994
Man of La Mancha,1972,Fantasy,0.53,0.71,-0.17999999999999994
Man of La Mancha,1972,Musical,0.53,0.71,-0.17999999999999994
Manhattan,1979,Comedy,0.94,0.92,0.019999999999999907
Manhattan,1979,Drama,0.94,0.92,0.019999999999999907
Manhattan,1979,Romance,0.94,0.92,0.019999999999999907
Mank,2020,Biography,0.8299999999999998,0.63,0.19999999999999984
Mank,2020,Comedy,0.8299999999999998,0.63,0.19999999999999984
Mank,2020,Drama,0.8299999999999998,0.63,0.19999999999999984
Marathon Man,1976,Crime,0.81,0.81,0.0
Marathon Man,1976,Drama,0.81,0.81,0.0
Marathon Man,1976,Thriller,0.81,0.81,0.0
Margin Call,2011,Drama,0.87,0.74,0.13
Margin Call,2011,Thriller,0.87,0.74,0.13
Married to the Mob,1988,Comedy,0.88,0.49,0.39
Married to the Mob,1988,Crime,0.88,0.49,0.39
Married to the Mob,1988,Romance,0.88,0.49,0.39
Marshall,2017,Biography,0.8,0.84,-0.039999999999999925
Marshall,2017,Crime,0.8,0.84,-0.039999999999999925
Marshall,2017,Drama,0.8,0.84,-0.039999999999999925
Mary Poppins Returns,2018,Adventure,0.79,0.64,0.15000000000000002
Mary Poppins Returns,2018,Comedy,0.79,0.64,0.15000000000000002
Mary Poppins Returns,2018,Family,0.79,0.64,0.15000000000000002
Mary Queen of Scots,2018,Biography,0.62,0.41,0.21000000000000002
Mary Queen of Scots,2018,Drama,0.62,0.41,0.21000000000000002
Mary Queen of Scots,2018,History,0.62,0.41,0.21000000000000002
Mask,1985,Biography,0.93,0.83,0.10000000000000009
Mask,1985,Drama,0.93,0.83,0.10000000000000009
Master and Commander: The Far Side of the World,2003,Action,0.85,0.8,0.04999999999999993
Master and Commander: The Far Side of the World,2003,Adventure,0.85,0.8,0.04999999999999993
Master and Commander: The Far Side of the World,2003,Drama,0.85,0.8,0.04999999999999993
Match Point,2005,Drama,0.77,0.81,-0.040000000000000036
Match Point,2005,Romance,0.77,0.81,-0.040000000000000036
Match Point,2005,Thriller,0.77,0.81,-0.040000000000000036
Matewan,1987,Drama,0.94,0.93,0.009999999999999898
Matewan,1987,History,0.94,0.93,0.009999999999999898
Maurice,1987,Drama,0.82,0.87,-0.050000000000000044
Maurice,1987,Romance,0.82,0.87,-0.050000000000000044
Maverick,1994,Action,0.68,0.71,-0.029999999999999916
Maverick,1994,Adventure,0.68,0.71,-0.029999999999999916
Maverick,1994,Comedy,0.68,0.71,-0.029999999999999916
Meet the Parents,2000,Comedy,0.85,0.79,0.05999999999999994
Meet the Parents,2000,Romance,0.85,0.79,0.05999999999999994
Memento,2000,Mystery,0.94,0.94,0.0
Memento,2000,Thriller,0.94,0.94,0.0
Memoirs of a Geisha,2005,Drama,0.36000000000000004,0.83,-0.4699999999999999
Memoirs of a Geisha,2005,Romance,0.36000000000000004,0.83,-0.4699999999999999
Men in Black,1997,Action,0.91,0.8000000000000002,0.10999999999999988
Men in Black,1997,Adventure,0.91,0.8000000000000002,0.10999999999999988
Men in Black,1997,Comedy,0.91,0.8000000000000002,0.10999999999999988
Metropolitan,1990,Comedy,0.93,0.84,0.09000000000000008
Metropolitan,1990,Drama,0.93,0.84,0.09000000000000008
Metropolitan,1990,Romance,0.93,0.84,0.09000000000000008
Michael Clayton,2007,Crime,0.9,0.6900000000000001,0.20999999999999996
Michael Clayton,2007,Drama,0.9,0.6900000000000001,0.20999999999999996
Michael Clayton,2007,Mystery,0.9,0.6900000000000001,0.20999999999999996
Michael Collins,1996,Biography,0.78,0.84,-0.05999999999999994
Michael Collins,1996,Drama,0.78,0.84,-0.05999999999999994
Michael Collins,1996,Thriller,0.78,0.84,-0.05999999999999994
Midnight Express,1978,Biography,0.9,0.88,0.020000000000000018
Midnight Express,1978,Crime,0.9,0.88,0.020000000000000018
Midnight Express,1978,Drama,0.9,0.88,0.020000000000000018
Midnight in Paris,2011,Comedy,0.93,0.83,0.10000000000000009
Midnight in Paris,2011,Fantasy,0.93,0.83,0.10000000000000009
Midnight in Paris,2011,Romance,0.93,0.83,0.10000000000000009
Mighty Aphrodite,1995,Comedy,0.78,0.73,0.050000000000000044
Mighty Aphrodite,1995,Fantasy,0.78,0.73,0.050000000000000044
Mighty Aphrodite,1995,Romance,0.78,0.73,0.050000000000000044
Milk,2008,Biography,0.93,0.89,0.040000000000000036
Milk,2008,Drama,0.93,0.89,0.040000000000000036
Milk,2008,History,0.93,0.89,0.040000000000000036
Million Dollar Baby,2004,Drama,0.9,0.9,0.0
Million Dollar Baby,2004,Sport,0.9,0.9,0.0
Minority Report,2002,Action,0.89,0.8,0.08999999999999997
Minority Report,2002,Crime,0.89,0.8,0.08999999999999997
Minority Report,2002,Mystery,0.89,0.8,0.08999999999999997
Miracle on 34th Street,1947,Comedy,0.96,0.87,0.08999999999999997
Miracle on 34th Street,1947,Drama,0.96,0.87,0.08999999999999997
Miracle on 34th Street,1947,Family,0.96,0.87,0.08999999999999997
Misery,1990,Drama,0.91,0.9,0.010000000000000009
Misery,1990,Thriller,0.91,0.9,0.010000000000000009
Mona Lisa,1986,Crime,0.98,0.81,0.16999999999999993
Mona Lisa,1986,Drama,0.98,0.81,0.16999999999999993
Mona Lisa,1986,Romance,0.98,0.81,0.16999999999999993
Moneyball,2011,Biography,0.94,0.86,0.07999999999999996
Moneyball,2011,Drama,0.94,0.86,0.07999999999999996
Moneyball,2011,Sport,0.94,0.86,0.07999999999999996
Monster House,2006,Animation,0.75,0.64,0.10999999999999999
Monster House,2006,Comedy,0.75,0.64,0.10999999999999999
Monster House,2006,Family,0.75,0.64,0.10999999999999999
Monster's Ball,2001,Drama,0.85,0.67,0.17999999999999994
Monster's Ball,2001,Romance,0.85,0.67,0.17999999999999994
"Monsters, Inc.",2001,Animation,0.96,0.9,0.05999999999999994
"Monsters, Inc.",2001,Adventure,0.96,0.9,0.05999999999999994
"Monsters, Inc.",2001,Comedy,0.96,0.9,0.05999999999999994
Moonrise Kingdom,2012,Comedy,0.93,0.86,0.07000000000000006
Moonrise Kingdom,2012,Drama,0.93,0.86,0.07000000000000006
Moonrise Kingdom,2012,Family,0.93,0.86,0.07000000000000006
Moonstruck,1987,Comedy,0.89,0.8000000000000002,0.08999999999999986
Moonstruck,1987,Drama,0.89,0.8000000000000002,0.08999999999999986
Moonstruck,1987,Romance,0.89,0.8000000000000002,0.08999999999999986
Morgan!,1966,Comedy,0.65,0.76,-0.10999999999999999
Morgan!,1966,Drama,0.65,0.76,-0.10999999999999999
Morgan!,1966,Fantasy,0.65,0.76,-0.10999999999999999
Morning Glory,1933,Drama,0.64,0.45,0.19
Morning Glory,1933,Music,0.64,0.45,0.19
Morning Glory,1933,Romance,0.64,0.45,0.19
Mulan,1998,Animation,0.86,0.85,0.010000000000000009
Mulan,1998,Adventure,0.86,0.85,0.010000000000000009
Mulan,1998,Comedy,0.86,0.85,0.010000000000000009
Murder on the Orient Express,1974,Crime,0.8999999999999999,0.78,0.11999999999999988
Murder on the Orient Express,1974,Drama,0.8999999999999999,0.78,0.11999999999999988
Murder on the Orient Express,1974,Mystery,0.8999999999999999,0.78,0.11999999999999988
My Best Friend's Wedding,1997,Comedy,0.74,0.73,0.010000000000000009
My Best Friend's Wedding,1997,Drama,0.74,0.73,0.010000000000000009
My Best Friend's Wedding,1997,Romance,0.74,0.73,0.010000000000000009
My Big Fat Greek Wedding,2002,Comedy,0.76,0.73,0.030000000000000027
My Big Fat Greek Wedding,2002,Drama,0.76,0.73,0.030000000000000027
My Big Fat Greek Wedding,2002,Romance,0.76,0.73,0.030000000000000027
My Cousin Vinny,1992,Comedy,0.87,0.87,0.0
My Cousin Vinny,1992,Crime,0.87,0.87,0.0
My Left Foot,1989,Biography,0.9800000000000001,0.9200000000000002,0.05999999999999994
My Left Foot,1989,Drama,0.9800000000000001,0.9200000000000002,0.05999999999999994
Mystic River,2003,Crime,0.89,0.89,0.0
Mystic River,2003,Drama,0.89,0.89,0.0
Mystic River,2003,Mystery,0.89,0.89,0.0
Never Cry Wolf,1983,Adventure,1.0,0.84,0.16000000000000003
Never Cry Wolf,1983,Drama,1.0,0.84,0.16000000000000003
News of the World,2020,Action,0.88,0.89,-0.010000000000000009
News of the World,2020,Adventure,0.88,0.89,-0.010000000000000009
News of the World,2020,Drama,0.88,0.89,-0.010000000000000009
Nightcrawler,2014,Crime,0.95,0.86,0.08999999999999997
Nightcrawler,2014,Drama,0.95,0.86,0.08999999999999997
Nightcrawler,2014,Thriller,0.95,0.86,0.08999999999999997
Nixon,1995,Biography,0.75,0.74,0.010000000000000009
Nixon,1995,Drama,0.75,0.74,0.010000000000000009
Nixon,1995,History,0.75,0.74,0.010000000000000009
No Country for Old Men,2007,Crime,0.93,0.86,0.07000000000000006
No Country for Old Men,2007,Drama,0.93,0.86,0.07000000000000006
No Country for Old Men,2007,Thriller,0.93,0.86,0.07000000000000006
No Man's Land,2001,Comedy,0.93,0.92,0.010000000000000009
No Man's Land,2001,Drama,0.93,0.92,0.010000000000000009
No Man's Land,2001,War,0.93,0.92,0.010000000000000009
Norbit,2007,Comedy,0.09,0.53,-0.44000000000000006
Norbit,2007,Romance,0.09,0.53,-0.44000000000000006
Notes on a Scandal,2006,Crime,0.88,0.83,0.050000000000000044
Notes on a Scandal,2006,Drama,0.88,0.83,0.050000000000000044
Notes on a Scandal,2006,Romance,0.88,0.83,0.050000000000000044
Nyad,2023,Biography,0.85,0.87,-0.020000000000000018
Nyad,2023,Drama,0.85,0.87,-0.020000000000000018
Nyad,2023,Sport,0.85,0.87,-0.020000000000000018
"O Brother, Where Art Thou?",2000,Adventure,0.78,0.89,-0.10999999999999999
"O Brother, Where Art Thou?",2000,Comedy,0.78,0.89,-0.10999999999999999
"O Brother, Where Art Thou?",2000,Crime,0.78,0.89,-0.10999999999999999
"Oh, God!",1977,Comedy,0.75,0.59,0.16000000000000003
"Oh, God!",1977,Fantasy,0.75,0.59,0.16000000000000003
Once,2007,Drama,0.97,0.91,0.05999999999999994
Once,2007,Music,0.97,0.91,0.05999999999999994
Once,2007,Romance,0.97,0.91,0.05999999999999994
Onward,2020,Animation,0.88,0.95,-0.06999999999999995
Onward,2020,Adventure,0.88,0.95,-0.06999999999999995
Onward,2020,Comedy,0.88,0.95,-0.06999999999999995
Oscar and Lucinda,1997,Drama,0.67,0.65,0.020000000000000018
Oscar and Lucinda,1997,Romance,0.67,0.65,0.020000000000000018
Out of Africa,1985,Biography,0.62,0.82,-0.19999999999999996
Out of Africa,1985,Drama,0.62,0.82,-0.19999999999999996
Out of Africa,1985,Romance,0.62,0.82,-0.19999999999999996
Outland,1981,Action,0.54,0.54,0.0
Outland,1981,Crime,0.54,0.54,0.0
Outland,1981,Sci-Fi,0.54,0.54,0.0
Pan's Labyrinth,2006,Drama,0.9499999999999998,0.91,0.039999999999999813
Pan's Labyrinth,2006,Fantasy,0.9499999999999998,0.91,0.039999999999999813
Pan's Labyrinth,2006,War,0.9499999999999998,0.91,0.039999999999999813
Paper Moon,1973,Comedy,0.9,0.94,-0.039999999999999925
Paper Moon,1973,Crime,0.9,0.94,-0.039999999999999925
Paper Moon,1973,Drama,0.9,0.94,-0.039999999999999925
Papillon,1973,Biography,0.7200000000000001,0.9,-0.17999999999999994
Papillon,1973,Crime,0.7200000000000001,0.9,-0.17999999999999994
Papillon,1973,Drama,0.7200000000000001,0.9,-0.17999999999999994
